Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Albania,ALB,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.319688271,10.02854785,6.484383952,6.523514186,..,..,..,13.88132417,13.48066723,14.83458305,..,..,..,..,..,..,14.73724103,14.2052561,14.33115005,13.81368207,14.91900192,11.48171936,15.53039227,16.68116194,18.37448413,15.36713044,13.5582784,..
Albania,ALB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6,5.1,3.6,4.4,5.7,6.7,6.4,6.1,7,7.3,9.5,9.1,26.5,22.3,18.4,12.9,12.3,14.9,17.7,18.4,16.8,16.4,4.61,15,14.4,6.57,13.8,15.97,13.06,13.67,14.09,13.48,13.38,15.87,18.05,17.19,15.42,13.62,12.3,11.47,..,..,..
Albania,ALB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.26524477,10.22378361,10.21084124,10.19120078,10.13852254,10.02558282,9.851614273,9.641981593,9.421989448,9.21468572,9.035940535,8.891619029,8.780726802,8.695617424,8.6251713,8.562760356,8.499559268,8.434118752,8.365906425,8.295703103,8.249109207,8.23298346,8.240978778,8.281894685,8.360472809,8.472983139,8.609429091,8.764500121,8.933836668,9.110973833,9.300026088,9.511692147,9.756811677,10.03452757,10.34081052,10.67097493,11.01537426,11.36621762,11.72238067,12.09191291,12.48835789,12.92784125,13.41616827,13.93902014,14.47489147,14.99771739,15.48942743,15.96255192,16.41384665,16.82993444,17.23048435,17.64713349,18.10231113,18.60738651,19.18019916,19.81472079,20.47540358,21.12980699,21.81734497,22.60835015,23.36874494,24.05643224,24.78516773
Albania,ALB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.995,69.85,70.602,69.869,69.276,68.34,67.767,68.838,68.283,67.484,67.145,66.74,66.668,65.781,64.881,63.956,63.001,62.022,61.024,63.439,63.848,68.617,64.927,60.254,61.926,64.775,66.911,67.665,69.035,70.373,66.751,69.031,..
Albania,ALB,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,44.93,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.32,48.07,47.36,46.69,42.51,..,40.29,38.81,58.4,58.4,57.2,55.6,..,59.61,35,34.79,34.5,34.45,48.73,53.19,54.99,55.2,59.94,56.99,52.42,53.42,55.5,57.31,58.06,59.3,60.31,..,..,..
Albania,ALB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.709732104,2.651755435,2.651285568,2.65084134,2.650089555,2.659397262,2.59511164,2.595103697,2.595088682,2.59518416,2.583989344,3.501673702,11.66003623,26.31096669,35.7414684,39.30512966,54.30870662,60.41281217,64.47911392,65.83501296,69.55302653,72.20359317,74.8372021,78.72771531,81.20950334,83.89495394,85.97402936,89.74546017,93.44035744,95.70005929,100,102.3147438,103.3815946,103.6801048,105.2870604,105.8808703,105.2110114,106.7373407,108.3095321,109.6710098,110.434915,114.249814,125.3087634
Algeria,DZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2106.228568,1787.614774,1413.823209,1868.626134,1943.698553,2030.636061,1897.489051,2031.168801,2200.32437,2332.821692,2483.445437,2152.970434,2680.803221,2717.769075,2850.684043,2885.756027,2980.715003,3021.425439,3206.56231,3344.977962,3268.442972,3260.032027,3356.161539,3420.744955,3492.183155,3500.417034,3399.283989,3274.80188,3154.203226,3207.454976,3153.47582,3042.215899,3025.839538,2896.668401,2810.726735,2862.107859,2927.377427,2910.239233,3012.805434,3066.03769,3138.230009,3188.206215,3321.63775,3512.899037,3612.752968,3774.071242,3783.312951,3848.778238,3874.368056,3866.295746,3931.720046,3969.660263,4025.64147,4057.764794,4129.422535,4197.419971,4246.24216,4218.082305,4188.220371,4153.003441,3873.508733,3939.360851,3995.881885
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,-15.12721831,-20.91007361,32.16830238,4.017519511,4.472787559,-6.556911495,7.045086751,8.327991708,6.021717666,6.456719172,-13.30711752,24.51649026,1.37890965,4.890590917,1.230300648,3.290609978,1.365794326,6.127467782,4.316636922,-2.288056635,-0.257337989,2.948729067,1.924323822,2.088381385,0.235780268,-2.889171318,-3.662009693,-3.682624437,1.688278984,-1.68292795,-3.528167862,-0.538303713,-4.268935462,-2.966914207,1.828036977,2.280472012,-0.585445319,3.524321957,1.766866717,2.354580269,1.592496615,4.185160104,5.758041705,2.842493639,4.465245065,0.244873738,1.730369331,0.664881576,-0.208351661,1.6921701,0.964977575,1.410226663,0.797967812,1.765941231,1.646657259,1.163147577,-0.663171193,-0.707950481,-0.840856658,-6.729941651,1.700063767,1.434776765
Algeria,DZA,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.64,21.26,20.6,24.38,26.23,27.74,31.84,..,25.43,..,..,29.77,27.3,25.9,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.21,11.21,10.2,12,..,..,..,..,..
Algeria,DZA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.141648689,6.45076055,6.98499596,7.480329731,7.859326947,8.125571474,8.124064653,7.889246949,7.638544964,7.379422006,7.126510066,6.889286005,6.670036569,6.464549753,6.2689159,6.278335465,6.543353664,6.634781028,6.495103377,6.353481422,6.221914737,6.104063033,6.002807025,5.91924646,5.852831126,5.803843514,5.771235513,5.755729466,5.755544591,5.758463917,5.759635804,5.768035659,5.783223373,5.797360225,5.807547402,5.810135958,6.046377079,6.525538886,6.786582443,6.821270884,6.853525793,6.888713542,6.925721487,6.961525176,6.99451492,7.032797786,7.065703441,7.084039014,7.096419093,7.11411597,7.146048389,7.200672118,7.289227039,7.428022162,7.629553167,7.887966298,8.186477392,8.506599589,8.843218841,9.195568722,9.500951425,9.796227723,10.14434009
Algeria,DZA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.714,46.023,46.19,46.565,46.888,46.986,47.152,47.045,46.877,46.621,46.366,46.11,45.863,45.62,45.365,45.116,44.849,44.582,44.309,44.029,44.294,44.507,44.73,46.094,43.574,44.711,44.998,45.058,45.125,45.234,42.741,43.618,..
Algeria,DZA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,..,..,..,40.68,..,..,..,..,..,..,..,..,41.2,..,36.71,..,..,20.03,..,..,17.99,36.43,38.08,..,42.14,..,..,..,..,..,..,..,..,44.92,27.52,..,..,27.02,27.79,..,..,..,..,..,..,41.7,41.43,41.71,40.15,42,43.2,41.15,41.71,41.87,41.77,..,..,..,..,..
Algeria,DZA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.518481232,0.53648145,0.549095626,0.552111984,0.561471291,0.569900836,0.580260577,0.587873833,0.60634516,0.617993563,0.6485252,0.759760008,0.724761959,0.794539226,1.183041817,1.253007172,1.388840576,1.554488972,1.711261067,1.950629492,2.455102047,2.807507382,2.861967248,3.056718277,3.314506783,3.479321508,3.563011133,3.878053305,4.229442299,4.906634103,6.391361884,9.829186229,11.98434486,13.6171429,17.57668768,22.59958432,28.02843478,29.99097543,29.05193139,32.20590676,39.50956526,39.3225262,39.84175179,43.16086201,48.44704553,56.25930139,62.19280353,66.17024307,76.30129173,67.78483497,78.71173742,93.05932256,100,99.90669562,99.60639564,93.17615495,94.61934229,100.6661377,107.4684918,106.9610452,101.5853155,117.3993359,140.5397593
American Samoa,ASM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12804.43584,12980.7223,13105.16908,13136.48008,12690.52911,13029.61628,12795.02456,12378.17019,12532.31112,12656.68814,12247.63529,12098.27515,12494.98021,13101.54182,13116.43098,12442.85767,13049.33015,13288.35656,14303.62703,14396.36856,..
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.376760783,0.958704603,0.238921013,-3.394752379,2.67197034,-1.800450002,-3.257941095,1.245264257,0.992450746,-3.231910641,-1.21950184,3.279021642,4.854442301,0.113644342,-5.135339886,4.874061125,1.831713966,7.64030128,0.648377683,..
American Samoa,ASM,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.99,17.24,19.08,14.87,13.79,14.35,12.41,12.61,12.78,12.96,13.11,13.29,13.38,..,..,..,5.11,..,..,..,..,..,..,..,..,..,5.05,..,..,..,..,9.98,..,..,..,..,9.2,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.40874036,5.247495288,5.010000952,4.850985786,4.789729969,4.758237056,4.766246684,4.839617333,4.915861639,4.929152849,4.903319956,4.868887314,4.836817774,4.837515979,4.84315527,4.840048528,4.858098897,4.91133153,5,5.069385443,5.074920704,5.103325291,5.164012659,5.22592753,5.293493798,5.332272185,5.346232179,5.365515554,5.425231445,5.498035067,5.571030641,5.641374861,5.718099118,5.77724221,5.808302396,5.794367782,5.741642324,5.676355417,5.602074611,5.548054499,5.612631451,5.776826364,5.949230029,6.134950902,6.30265959,6.409451174,6.469500924,6.518056175,6.535152774,6.515093052,6.581722059,6.740571225,6.932967394,7.186186186,7.469017968,7.786558843,8.149274103,8.539156153,8.952934786,9.39206762,9.876093294,10.42519365,11.07476153
American Samoa,ASM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,55.12,..,..,..,..,..,..,..,..,..,19.93,..,..,..,53.17,..,..,..,..,..,43.63,..,..,..,..,..,..,..,..,..,50.72,..,..,..,..,..,..,..,..,..,53.03,..,..,..,..,59.93,..,..,..,..,52.64,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.62068966,71.58469945,69.25170068,68.30601093,70.22792023,72.44755245,80.45977011,101.1994003,85.65022422,85.20179372,100,102.2435897,101.2598425,102.7480916,104.1925466,102.1702838,103.902439,105.7189542,111.3530327,112.3613312,..
Andorra,AND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,43258.89833,42166.13299,42586.62771,42965.93699,42570.35126,40266.2383,39247.92163,38203.6425,36828.83671,35152.04361,34446.36101,33120.94351,32134.15304,31219.55543,30459.1312,30008.04186,29764.08727,30076.35873,30323.29953,30565.12465,30578.06,30301.62992,29596.02217,28363.33894,28144.3744,28051.39002,28797.8532,31149.35565,31895.98079,32966.23685,33901.17697,35722.52889,35749.92891,37250.29519,38696.49461,39307.14086,40994.44761,42724.5672,41470.43793,40442.78511,40937.27407,41486.19948,39174.89729,37597.70533,38402.64926,38885.53032,39886.64009,39321.61431,39320.09245,39413.79088,34394.41404,36616.10076,39447.51972
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,-2.526105334,0.997233297,0.890676964,-0.920696156,-5.41248286,-2.528959038,-2.660724654,-3.598624899,-4.552935268,-2.007515147,-3.847772185,-2.979354964,-2.846185526,-2.435730489,-1.480965856,-0.812964068,1.049155172,0.821046214,0.797489469,0.042320625,-0.904014454,-2.328613182,-4.165030095,-0.771998475,-0.330383518,2.661055932,8.165547743,2.396919986,3.355457446,2.83605354,5.372532989,0.076702358,4.196837094,3.882383777,1.578040219,4.292621435,4.22037542,-2.935382027,-2.478037072,1.222687703,1.340893892,-5.571255543,-4.026027034,2.140938982,1.257416013,2.574504588,-1.41657902,-0.003870296,0.23829657,-12.73507756,6.459440532,7.732715652
Andorra,AND,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.26992493,9.732288123,9.140893471,8.610968734,8.241494969,8.010770784,7.853018373,7.820901359,7.875158773,7.948523846,8.008101581,8.03030303,8.039596014,8.076230679,8.152895664,8.304143989,8.480137297,8.674607317,8.923531783,9.242199108,9.600484262,9.954264192,10.22007397,10.42343003,10.65786843,10.94148394,11.25632121,11.61423624,12.04678363,12.53304847,13.04191586,13.38012505,13.58674929,13.84629553,14.14564578,14.49406884,15.02751397,15.72205873,16.4013344,17.04650771,17.66226126,17.71897848,17.26535795,16.87565308,16.52411478,16.18206103,16.00020437,15.89266924,15.66230248,15.32606268,14.85817372,14.85081022,15.43308312,16.11944358,16.81931077,17.5069295,17.98554254,18.28134683,18.66126508,19.09752968,19.58799503,20.07970356,20.72039263
Andorra,AND,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.45,59.46,56.69,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,..,..,..,..,..,..,..,..,..,..,4.33139499,4.671230654,5.069129711,5.669792883,6.573852771,7.677063294,8.943000069,11.03415005,13.31061012,15.56432124,17.64290737,19.82201341,22.51430862,25.18996202,27.92678448,30.32722112,33.62646348,35.62528732,37.74004891,40.34268086,43.29828395,46.30108418,49.40824297,51.65000965,53.65395685,56.30077149,56.7495887,58.01406051,58.88401258,60.49271175,77.8792565,80.27835439,82.87899719,85.51246424,88.11411598,91.10656134,94.25628289,97.28306641,99.49561247,99.62708212,100,100.1967642,100.3716645,100.8218236,100.7371138,101.4025721,101.7552455,102.9117034,103.9536622,105.3827689,106.5565075,109.2838815,113.8880949
Angola,AGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2668.421797,2461.930035,2375.062281,2386.897135,2440.406093,2436.416637,2419.249292,2432.906423,2496.526313,2414.767259,2254.754897,2202.61365,2007.719927,1478.70332,1451.338125,1615.026169,1773.709884,1840.321903,1864.502373,1844.687842,1840.353828,1855.780177,2040.194755,2030.686208,2175.414769,2414.918484,2598.795671,2856.988846,3061.636272,2975.993427,2992.992925,2982.665231,3118.020183,3152.515808,3185.009706,3100.830685,2914.412131,2808.598715,2677.249833,2569.701651,2346.846019,2300.974614,2298.748312
Angola,AGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-7.738347877,-3.528441229,0.498296559,2.24177897,-0.163475064,-0.704614526,0.564519377,2.614974829,-3.274912568,-6.626409313,-2.312501779,-8.848293617,-26.34912367,-1.850621046,11.27842237,9.825457822,3.755519392,1.313926106,-1.062724886,-0.234945633,0.838227322,9.937307249,-0.466060748,7.127076555,11.00956558,7.614219205,9.935108699,7.163046018,-2.797289986,0.571220941,-0.345062435,4.53805378,1.106331035,1.030729118,-2.64297533,-6.011890778,-3.630695038,-4.676669584,-4.017114161,-8.672432129,-1.954598006,-0.09675473
Angola,AGO,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.75541678,48.60993484,43.36584639,43.71913402,42.67834793,49.91302337,55.98264427,43.1883946,39.10553331,48.74125085,54.76116035,34.14945365,27.61067012,31.91887168,29.73856972,30.66161038,40.24720277,42.41087987,39.41385276,32.77780778,34.75581933,..,..,..
Angola,AGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.2,14.9,18.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.64,..,..,..,..,3.78,9.43,16.77,..,..,9.58,..,..,..,..,16.5,..,15.8,..
Angola,AGO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.632518163,5.711433382,5.774233909,5.834053979,5.892638509,5.938288753,5.965495516,5.977282514,5.970802443,5.943650777,5.902443828,5.838520292,5.735369745,5.609091664,5.478360467,5.343647905,5.206587039,5.067226939,4.929359769,4.800652252,4.679352095,4.568496615,4.470997938,4.379199795,4.295878901,4.229431744,4.180262821,4.139015256,4.10498381,4.087108735,4.083815605,4.104688873,4.140775165,4.187554708,4.254063436,4.331984951,4.416118012,4.503324243,4.586573205,4.667865195,4.745733838,4.818198527,4.884550221,4.943270497,4.990834599,5.022378662,5.040344184,5.046725666,5.045520287,5.039956618,5.030766964,5.017616914,5.002792332,4.98077448,4.94741317,4.926754314,4.920860892,4.920022912,4.932187254,4.953994605,4.970832018,4.967733787,4.963379458
